source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
161,8.974321125167923e+17,Tue Aug 15 12:17:43 +0000 2017,no,"@RepTimRyan @realDonaldTrump And on the same day he forcefully condemned the media, which is one of our principal d… https://t.co/0KVFWzTK2l",0
162,8.252015346401034e+17,Sat Jan 28 04:39:12 +0000 2017,yes,@SpeakerRyan You didn't even like him during the election. What a cowering turn coat you are,1
163,8.562552372623647e+17,Sun Apr 23 21:15:31 +0000 2017,no,@SenJohnThune Congratulations!!,0
164,9.012468117588952e+17,Sat Aug 26 00:55:58 +0000 2017,no,@SenatorLeahy Says the Gruber co signer,0
165,9.017200279042703e+17,Sun Aug 27 08:16:22 +0000 2017,no,"@SenJohnMcCain You are pathetic, you were okay when Obama pardon a traitor to the USA, now you are outraged over Arpaio, really, resign",0
166,8.465816435236045e+17,Tue Mar 28 04:36:07 +0000 2017,no,@RepAdamSchiff I think the Chairman should flee the country!,0
167,8.536021701213553e+17,Sun Apr 16 13:33:11 +0000 2017,no,@SpeakerRyan I wish you would find a church and go and listen.,0
168,8.276724071208428e+17,Sat Feb 04 00:17:33 +0000 2017,no,@SenatorIsakson = freedom for advisors to gamble with the clients money please don't insult the public's intelligence,0
169,8.467353477657068e+17,Tue Mar 28 14:46:53 +0000 2017,no,@SpeakerRyan #NunesMustResign @DevinNunes @RepAdamSchiff https://t.co/aSUyowp0Sa,0
170,8.42864250976723e+17,Fri Mar 17 22:24:31 +0000 2017,no,@SpeakerRyan Do you have to drink often so you can sleep at night? I know I would if I were you... https://t.co/H1E3zPG5F2,0
171,8.59140110788563e+17,Mon May 01 20:18:59 +0000 2017,no,@DesJarlaisTN04 We are asking for a full repeal of Obamacare. 24 of 360 million is not a good enough statistic to w… https://t.co/UxDfY3pM8F,0
172,8.641746470085345e+17,Mon May 15 17:44:26 +0000 2017,yes,"@USRepRodney Resign immediately, you damn scum. After everything the past 6 months have brought, what you've done is the most disgusting.",1
173,8.279892011823964e+17,Sat Feb 04 21:16:23 +0000 2017,yes,"@SenSchumer @SenFeinstein @SenBobCasey @SenDonnelly @SenatorDurbin I am a very, VERY mainstream Dem. But STOP bein… https://t.co/EJxtGwrMbg",1
174,9.137919890401362e+17,Fri Sep 29 15:46:02 +0000 2017,no,@NancyPelosi Trickle down? Has she even looked at the new tax cuts? The rich are stagnant if not increased on taxes,0
175,8.264953806574305e+17,Tue Jan 31 18:20:28 +0000 2017,no,@SenBennetCO @POTUS This is exactly what voters are tired of. Pure politics-party before Country. Sad!,0
176,8.815531462202327e+17,Sun Jul 02 16:40:23 +0000 2017,no,@MaxineWaters @katie_sado Not me no problem here. Know how to say no!,0
177,8.974587452650578e+17,Tue Aug 15 14:03:33 +0000 2017,no,@SpeakerRyan Just reset the tax code to 1986!,0
178,7.898913602538045e+17,Sat Oct 22 18:09:10 +0000 2016,no,"@SpeakerRyan Have a 18% import tax to eliminate income tax. Stop immigration, foreign military Interventions, economic sanctions",0
179,8.171372655751332e+17,Thu Jan 05 22:34:40 +0000 2017,no,@SpeakerRyan ask the public what they want! WE WANT ACA. WE WANT SOCAIL SECURITY THAT WE HAVE PAID INTO FOR OUR ENTIRE LIVES.,0
180,8.53933874094764e+17,Mon Apr 17 11:31:15 +0000 2017,no,"@RepSeanDuffy advocating for hard power in foreign affairs, but can't pronounce nuclear #NewDay",0
181,8.019777936052265e+17,Fri Nov 25 02:36:20 +0000 2016,no,@SpeakerRyan Who won the cook off you or your sister-in-law?Just curious..,0
182,8.733719964653527e+17,Sat Jun 10 02:51:25 +0000 2017,no,"@SpeakerRyan I suggest the administration, guest of WH, anybody close to Donald wear their own recording devise.",0
183,8.367650298107208e+17,Wed Mar 01 02:28:24 +0000 2017,no,@SpeakerRyan @IvankaTrump Independent investigation! https://t.co/0zRgsvDUuA,0
184,7.984071700900413e+17,Tue Nov 15 06:07:57 +0000 2016,no,@RepCummings DAY ONE of its Operation . . . . grounds for #Impeachment? #blindtrust Operating in the @WhiteHouse ai… https://t.co/kgiuOauweQ,0
185,8.952714149069742e+17,Wed Aug 09 13:11:53 +0000 2017,yes,@SenJohnMcCain @MayoClinic It's time you use the same shit insurance we the people are forced to use ..see how long you last,1
186,8.706174660278231e+17,Fri Jun 02 12:25:53 +0000 2017,no,"@SpeakerRyan Actually, Speaker Lurch, You are America's leading raw deal.When nuns deplore you- that speaks volumes.",0
187,8.267786492275753e+17,Wed Feb 01 13:06:05 +0000 2017,yes,"@NancyPelosi If you breath air, drink water, eat food, take medicine, blah blah blah. WTH are you even talking about! #Crazy #Liberal #Liar",1
188,9.03029744454611e+17,Wed Aug 30 23:00:43 +0000 2017,yes,@SteveKingIA if you are a racist and you know it clap your hands . Standing ovation https://t.co/U4eQCOU40B,1
189,9.112920327396106e+17,Fri Sep 22 18:12:06 +0000 2017,no,@SenJohnMcCain You are my hero! You are saving many of our lives today. Takes courage and integrity to break from ranks. I salute you.,0
190,8.898866413258342e+17,Tue Jul 25 16:34:43 +0000 2017,yes,@SenJohnMcCain https://t.co/eIsKCqJbHT,1
191,8.290649867480228e+17,Tue Feb 07 20:31:10 +0000 2017,no,@MikeCrapo @SenateGOP- Disappointed Idahon who believes you should have been voting to protect our kids from the unqualified Devos. Shame!,0
192,8.780043716565934e+17,Thu Jun 22 21:38:49 +0000 2017,no,@NancyPelosi all I know is we just came extremely closer in Republican areas to flipping seats. So Democrats need to chill out. U stay!💕,0
193,8.394953025414226e+17,Wed Mar 08 15:17:31 +0000 2017,no,@SenSchumer @cspan DUD YOU DISCUSS WHEN OBAMACSRE JUMPED PEOPLES PREMIUMS OVER 150%? PEOPLE LOOSEING CHOICES? HEALTH INS. LEAVING STATES?,0
194,8.373503105951621e+17,Thu Mar 02 17:14:05 +0000 2017,yes,"@hurdonthehill Jeff Sessions is a national disgrace, he should be forced to resign immediately, apply pressure now https://t.co/M1VLNuOyD2",1
195,8.955802298837115e+17,Thu Aug 10 09:39:00 +0000 2017,no,"@repgregwalden My Congressman Greg Walden voted to take away my health care, end net neutrality, to keep prescription drug prices high...",0
196,8.7545062511027e+17,Thu Jun 15 20:31:08 +0000 2017,no,@NancyPelosi @mitchellreports Celebrities are inviting violence by telling people to kill others who don't' agree with them.,0
197,8.39193582393299e+17,Tue Mar 07 19:18:36 +0000 2017,yes,@SpeakerRyan Your plan will make your insurance company friends much richer and endanger everyone else. Have you met real Americans?,1
198,7.98652232283648e+17,Tue Nov 15 22:21:45 +0000 2016,no,@SenatorTimScott ❤️❤️,0
199,8.720961118125875e+17,Tue Jun 06 14:21:30 +0000 2017,no,@PattyMurray @BetsyDeVosED no skin in the game,0
200,8.392371722261012e+17,Tue Mar 07 22:11:48 +0000 2017,yes,"@jasoninthehouse I know youve probably heard this a lot today and most of your life. So I'll say it too: Go fuck yourself, Chaffetz.",1
201,8.975174921632891e+17,Tue Aug 15 17:56:59 +0000 2017,no,@RepDonBeyer Obamacare has been jacking up premiums for 7 years but NOW you're upset.,0
202,8.315882096457318e+17,Tue Feb 14 19:37:33 +0000 2017,no,@NancyPelosi how'd that work out for the DNC?,0
203,8.612932729075589e+17,Sun May 07 18:54:52 +0000 2017,no,@RepHartzler @SpeakerRyan @cathymcmorris And she has a higher income than most which means it won't affect her as much. Nice try.,0
204,8.453761293178225e+17,Fri Mar 24 20:45:50 +0000 2017,no,@RepBera Can't let UR guard down yet. .@SpeakerRyan has proven he can be vindictive. We need 2 STRENGTHEN the ACA &amp; not let .@GOP chip away.,0
205,8.751277224476877e+17,Wed Jun 14 23:08:02 +0000 2017,no,"@RepAdamSchiff One Adam 20. A play on an old tv show. Adam, run in 20-plz!",0
206,8.212707592470856e+17,Tue Jan 17 08:19:42 +0000 2017,no,@SenDuckworth @SenatorDurbin @SenatorEnzi @joniernst @SenFeinstein @DebFischerNE @JeffFlake @SenFranken @CoryGardner @SenGillibrand #traitor,0
207,8.237645876863263e+17,Tue Jan 24 05:29:17 +0000 2017,no,"@RepCheri Also,had his party not ruthlessly abandoned him&amp;deprived him of all support, we would have had resources to purchase differently.",0
208,8.199901835086725e+17,Fri Jan 13 19:31:09 +0000 2017,yes,"@MikeCrapo - Replace THEN Repeal ACA! Trump Admin is putting ""The Horse before the Cart”. Uphold and tweak ACA! Thanks very much!",1
209,9.113613661785743e+17,Fri Sep 22 22:47:36 +0000 2017,no,@SenJohnMcCain CJDBDJDKD YES,0
210,8.934811353001984e+17,Fri Aug 04 14:37:57 +0000 2017,yes,@SenJohnThune Dr.Kanchana Gopinath SONY Company SARD Dept. become ISIS/IM/SIMI Terrorist Director for her SEXUAL AN… https://t.co/Trw5QS7YQl,1
211,9.032036680941812e+17,Thu Aug 31 10:31:49 +0000 2017,yes,"@SpeakerRyan praises ANTIFA, takes payoffs thru wife for policy decisions, aids &amp; abets Rep Schultz Russian &amp; Paki spy ring op in House. 🤯🤯🤯",1
212,8.603752914238464e+17,Fri May 05 06:07:09 +0000 2017,no,@RepAndyBarr If the insurer is the state then the patient has no worries at all. Why don't the states deal with the… https://t.co/mtmQjexnWE,0
213,8.627876916158505e+17,Thu May 11 21:53:10 +0000 2017,yes,@PeterRoskam NO TAX REFORM UNTIL WE SEE FAKE PRESIDENT TRUMP'S TAX RETURNS!,1
214,8.899336868499046e+17,Tue Jul 25 19:41:39 +0000 2017,no,@lisamurkowski thank you Senator Murkowski for your brave and caring vote.,0
215,8.743913871811338e+17,Mon Jun 12 22:22:06 +0000 2017,yes,@SenSchumer is a clown. Just a gutless little ass-licking clown.... https://t.co/SmTMTaKiWs,1
216,8.124025749051187e+17,Fri Dec 23 21:00:42 +0000 2016,no,@jasoninthehouse @SpeakerRyan He is Evil plz help USA 🇺🇸 heal from the last 8 yrs,0
217,8.185051972866048e+17,Mon Jan 09 17:10:20 +0000 2017,no,@chuckgrassley Sessions is racist/anti-immigran/sexist/anti-LGBTQ. Oppose his nom for AG and demand better for all citizens! #StopSessions,0
218,8.316482639127142e+17,Tue Feb 14 23:36:12 +0000 2017,yes,@SenJohnMcCain why?,1
219,8.468812966096773e+17,Wed Mar 29 00:26:50 +0000 2017,no,"@MaxineWaters @allinwithchris everyone should be nervous by now, this is nuts. Everyone must heed your words! Love you!",0
220,8.091292345978102e+17,Wed Dec 14 20:13:37 +0000 2016,no,@repsandylevin @RepKevinBrady Historic Tax Credit=$117B private invest in bldg rehab+2.3M jobs+returns vacant bldgs 2 tax rolls #savetheHTC,0
221,9.112682295065765e+17,Fri Sep 22 16:37:31 +0000 2017,no,"@SenJohnMcCain @60Minutes @CBSNews No regular order, no bill mark up, no CBO score, Vote No. Be a Hero Again !",0
222,8.380226274698732e+17,Sat Mar 04 13:45:38 +0000 2017,no,"@MaxineWaters Give it to him, Maxine!! Expose this fool!! ✊🏼👊🏼🇺🇸🇺🇸 #KremlinKlan #TheResistance #DontheCon #JoyTrain",0
223,8.784420473293619e+17,Sat Jun 24 02:37:59 +0000 2017,no,@SenMikeLee Apparently you don't recall what brought us to the point of needing the #ACA in the first place.,0
224,9.188734236816466e+17,Fri Oct 13 16:17:50 +0000 2017,yes,@SenatorLeahy But you said obamacare would lower my premiums. You lied.,1
225,8.642797543960945e+17,Tue May 16 00:42:05 +0000 2017,no,@DarrellIssa well this is awkward...,0
226,7.884250534026404e+17,Tue Oct 18 17:02:35 +0000 2016,no,@ChuckGrassley #chuckobstruction,0
227,8.394948150708634e+17,Wed Mar 08 15:15:35 +0000 2017,no,@PattyMurray #pantsonfire,0
228,8.093533130409533e+17,Thu Dec 15 11:04:01 +0000 2016,no,@RepDonBeyer @AriMelber @MSNBC Should have been done in 2008 when we allowed a foreign Muslim to take the White House.,0
229,8.671160197220516e+17,Tue May 23 20:32:23 +0000 2017,no,@RepSwalwell @RepAdamSchiff @RepCummings @MaxineWaters @SenFeinstein @HouseJudDems @NewYorkFBI @PreetBharara… https://t.co/LndS0oPw91,0
230,8.898632900667843e+17,Tue Jul 25 15:01:55 +0000 2017,no,@RepAdamSchiff @MikeLevinCA @POTUS The Senate Repubs could give a damn. They want their rotten agenda...then they'l… https://t.co/2l3v8wtjJi,0
231,8.224746752551813e+17,Fri Jan 20 16:03:38 +0000 2017,no,@JacksonLeeTX18 preach ✊️,0
232,8.401332090525368e+17,Fri Mar 10 09:32:20 +0000 2017,yes,@SpeakerRyan Wow. Worst health care bill ever. Geared for people making over 75k a year. Please don't think anyone is stupid. #Catholic??Omg,1
233,8.387240524873892e+17,Mon Mar 06 12:12:51 +0000 2017,yes,@PeteSessions will you folks ever abandon ramming your agenda down Americas throat. Grow a Pair!! #Countryfirst,1
234,9.00802757287981e+17,Thu Aug 24 19:31:28 +0000 2017,no,"@RepJoeCourtney @CTDems Yes no need spreading the ""CT fiscal virus""",0
235,8.4854192924783e+17,Sun Apr 02 14:25:35 +0000 2017,no,@Raul_Labrador @Alyssafarah @justinamash And he's also the most ineffective as well. Is there anything he has ever… https://t.co/LZHVUn6McV,0
236,8.646436239541125e+17,Wed May 17 00:47:58 +0000 2017,no,@DarrellIssa @rachaelmbade Because she's a hysterical women? Is that your default position?,0
237,8.746061268427325e+17,Tue Jun 13 12:35:24 +0000 2017,no,@SenSchumer Great fun! https://t.co/OCQIAOEI2O,0
238,8.373575815342776e+17,Thu Mar 02 17:42:59 +0000 2017,yes,@NancyPelosi Leave a Jeff Sessions alone! Recuse your self from your postition. You senile old bat with a brain of moldy cheese.,1
239,8.565318603017216e+17,Mon Apr 24 15:34:43 +0000 2017,yes,@SenatorBurr Get out of the way. https://t.co/xCkCofYMFg,1
240,8.746966414874378e+17,Tue Jun 13 18:35:05 +0000 2017,yes,"@SenJohnMcCain is a dumbass its as simple as that! He's old and senile, needs to go away and never come back!… https://t.co/XYUuvxz1mb",1
241,8.68974607566594e+17,Sun May 28 23:37:45 +0000 2017,no,@rodneydavis swarming around you? Do you believe in a hand up for the masses or just you and your republican house mates? Do you have one,0
242,8.565105255423508e+17,Mon Apr 24 14:09:57 +0000 2017,no,"@SenatorBurr how's that, again? #senateintelligencecommittee #RussianProbe #GetGoing https://t.co/dQJnaGKmq6",0
243,8.259639522280858e+17,Mon Jan 30 07:08:46 +0000 2017,no,"@SenSchumer Chuck, 1% of travelers being detained yesterday brought tears to your eye's...really???",0
244,8.987488984658248e+17,Sat Aug 19 03:30:09 +0000 2017,yes,@SenSchumer Wow you guys are ruining your own careers.. wait until we vote out all you Dems,1
245,8.225659259667128e+17,Fri Jan 20 22:06:13 +0000 2017,no,"@SpeakerRyan no mandate, a selected pres, midterms coming #Indivisible",0
246,9.01279024261075e+17,Sat Aug 26 03:03:58 +0000 2017,no,"@RepJerryNadler As a Latinx, I expect this from 45. This man, however, was found guilty of criminal contempt of law. How is this pardonable?",0
247,8.46453947543937e+17,Mon Mar 27 20:08:42 +0000 2017,no,@SpeakerRyan kick nunes off committee.proved can't belong 2 any committee.cant b trusted with any intelligence.cant b fair.,0
248,8.601533299590963e+17,Thu May 04 15:25:09 +0000 2017,no,@RepSwalwell Ur a caring human being,0
249,8.320952778089021e+17,Thu Feb 16 05:12:28 +0000 2017,no,"@repjohnkline,NIGERIA/BRITISH GOVERNMENT PLAN TO ELIMINATE BIAFRAN LEADER NNAMDI KANU LEAKED https://t.co/NqYiRm6GoG",0
250,8.888948204036055e+17,Sat Jul 22 22:53:34 +0000 2017,no,@SpeakerRyan @SenMajLdr @LindseyGrahamSC Trump's presidency is in taters. Salvage @gop by getting him to resign. https://t.co/5UE9171lqf,0
251,8.898425761315963e+17,Tue Jul 25 13:39:37 +0000 2017,no,@SpeakerRyan https://t.co/tPYXunPHba,0
252,8.39430186240213e+17,Wed Mar 08 10:58:46 +0000 2017,no,"@SpeakerRyan I HAVE 5 HERNIATED &amp;4 COLLAPSED DISKS,DEGENTATIVE BONE DISEASE,NUMEROUS OTHER PAINS THAT I NEED TO OAK IN TUB,NOT SHOWER ONLY!!",0
253,8.766397046739108e+17,Mon Jun 19 03:16:07 +0000 2017,no,@SenSchumer Happy Father's Day!,0
254,8.392975483596104e+17,Wed Mar 08 02:11:43 +0000 2017,no,@SpeakerRyan @SecPriceMD @RepKevinBrady @repgregwalden @HouseCommerce @WaysandMeansGOP https://t.co/w37PBCctgX,0
255,8.974433666103828e+17,Tue Aug 15 13:02:26 +0000 2017,yes,"@LamarSmithTX21 Yea, all racists acts should be carried out legislatively by the repukelikan party.",1
256,8.435808348337439e+17,Sun Mar 19 21:51:58 +0000 2017,no,@SpeakerRyan How about a little truth in advertising? https://t.co/9IprJKABz1,0
257,9.142695948058336e+17,Sat Sep 30 23:23:52 +0000 2017,yes,@RepJasonSmith I knew you when you had a heart. What do you gain by standing beside a president with no morals?,1
258,8.623331678096097e+17,Wed May 10 15:47:03 +0000 2017,yes,@SenSchumer your mere existence is a troubling pattern! https://t.co/oIFTwAcd5H,1
259,9.154231119521176e+17,Wed Oct 04 03:47:32 +0000 2017,no,"@SteveScalise Plz talk to Thune. Do more than tell victims to get small. Ban silencers, armor piercing rounds, etc. https://t.co/FnQ505qn5G",0
260,8.298404355142205e+17,Thu Feb 09 23:52:32 +0000 2017,no,@SenSchumer That is funny coming from you Senator. The Dems should read the writing on the wall. They missed it before and after election!,0
261,8.374416639832433e+17,Thu Mar 02 23:17:06 +0000 2017,no,@SenSchumer https://t.co/IXPEU1Rq4v,0
262,8.211841107272049e+17,Tue Jan 17 02:35:23 +0000 2017,no,@RepDonBeyer Courageous! Thank you for standing up for us,0
263,8.26534160110125e+17,Tue Jan 31 20:54:34 +0000 2017,yes,@SenatorBurr unfortunately our children are used pawns in this political game #publicschool #childrenfirst #StopDeVos,1
264,8.009282786809242e+17,Tue Nov 22 05:05:56 +0000 2016,yes,@SpeakerRyan You have no principles. Sacrificed them all.,1
265,8.982403770350305e+17,Thu Aug 17 17:49:29 +0000 2017,no,@RepAdamSchiff This won't go away: https://t.co/SWyqdSeWf0,0
266,7.961657330677187e+17,Wed Nov 09 01:41:17 +0000 2016,no,"@SenToomey voted for Donald Trump but says, ""I think there are serious questions about his temperament.""",0
267,8.895350536923832e+17,Mon Jul 24 17:17:38 +0000 2017,yes,@NancyPelosi @SenSchumer Dirt in a wheel barrow would be #ABetterDeal compared to #Obamacare ... #progressivessuck !,1
268,8.264635855178465e+17,Tue Jan 31 16:14:08 +0000 2017,yes,"@NancyPelosi penchant to lie rubs off on her staff! This is clearly a reporter, but #Librards will attempt to defam… https://t.co/rB3Z6wVbew",1
269,8.465537454418534e+17,Tue Mar 28 02:45:15 +0000 2017,yes,"@MaxineWaters you are a lying, crazy old hag who doesn't belong in our House of Reps. Get out",1
