tweet_id,text,case,gt_sentiment
322331798_2018-06-04T14:40:38.000Z,Deeply saddened by the Supreme Court decision today.,masterpiece,Negative
1071491996035018752_2020-07-11T04:17:03.000Z,While ppl out here painting BLM on side walks an 💩 The Supreme Court handing Native Americans half of Oklahoma  #ADOS  we're still on our square tho That symbolic 💩 aint gon get it  #Reperations,mazars,Negative
184476769_2020-07-09T13:02:38.000Z,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,mazars,Negative
4856532991_2020-07-17T16:11:17.000Z,"The liberal deification of RBG is weird and gross given how problematic she often has been as a justice, but her death would be catastrophic for everyone left of far-right. 

SCOTUS would be transformed into a right-wing, theocratic court for the rest of our lives.",mazars,Negative
986407365711974400_2018-06-04T17:45:41.000Z,Let’s support businesses that are #OpenToAll                                         #SCOTUS #PrideMonth2018 #pride #BlueWave2018,masterpiece,Positive
21155169_2020-07-09T23:17:57.000Z,"note to the uninformed: the position of DA *is* a political position. quit embarrassing yourselves, y’all. #SCOTUS",mazars,Negative
832354359803527168_2020-07-09T14:03:55.000Z,Love hearing my boss agree with SCOTUS decision the other day and that you can just get contraceptives free in the community! Not infuriating at all!!!!!!!!,mazars,Negative
822548349387767808_2020-07-09T20:19:19.000Z,"Also, only one out of nine justices on SCOTUS is a rapist.    So we do have that.",mazars,Negative
879058950695636992_2018-06-05T13:43:59.000Z,"The baker may have won the right to deny service to a gay couple, but let’s not forget the Supreme Court also once ruled a black man can not sue because he was a slave not a citizen. Just because the courts declare it doesn’t mean it’s right. #LetThemEatCake",masterpiece,Negative
101923363_2018-06-04T22:03:28.000Z,Today is one of those not great internet days where the world is divided into the people who understood the context of “narrow” w/regard to the Supreme Court ruling &amp; those who did not.,masterpiece,Negative
15481999_2018-06-04T21:23:54.000Z,"I don't get why so many people don't understand the meaning of narrow ruling. Even if it was referring to the vote count, wouldn't a narrow ruling be 5-4? #SCOTUS",masterpiece,Negative
1354274557_2018-06-04T19:34:43.000Z,"Hey straights remember the next time you want flowers and a gay refuses to sell you them.. remember this moment you celebrated.. or a gay refuses to do your hair, sell you clothes, wait on you in a restaurant, etc.. we’re everywhere.. and now free to return the favor #SCOTUS",masterpiece,Negative
250764252_2018-06-04T14:40:29.000Z,Make #Pride a Protest Again 2018 #SCOTUS,masterpiece,Negative
2757538940_2018-06-04T14:25:04.000Z,"A major loss today for the #LGBTQ community today. While it is #PrideMonth, this is a reminder that we have so much work to do. #SCOTUS",masterpiece,Negative
1576739257_2018-06-04T16:44:01.000Z,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee",masterpiece,Negative
21149324_2020-07-09T11:54:54.000Z,"It won’t happen but if SCOTUS let’s us see Donald’s financials, it would be a great day for America.",mazars,Negative
32117789_2018-06-05T02:04:20.000Z,"#SCOTUS set a dangerous precedent today. Although the Court limited the scope to which a business owner could deny services to patrons, the legal argument has been legitimized that one's subjective religious convictions trump (no pun intended) #humanrights. #LGBTQRights",masterpiece,Negative
31071538_2018-06-04T16:45:00.000Z,Happy Pride to everyone but the Supreme Court.,masterpiece,Negative
1921895252_2018-06-04T14:32:55.000Z,"It’s not even 11am &amp; President Trump says he has the right to PARDON HIMSELF, SCOTUS delivers bombshell ruling in favor of anti-gay marriage bakery &amp; President Clinton says he doesn’t owe Monica Lewinsky an apology. 

I quit y’all.",masterpiece,Negative
158988614_2020-07-12T04:56:39.000Z,"Y'all love to live in a ""this OR that"" world. There's no reason why you can't listen to both Muscogee AND non-Muscogee reactions &amp; thoughts about the SCOTUS case. I get that it directly affected Muscogee ppl but that doesn't mean we other N8vs didn't experience anything either 😒",mazars,Negative
278123550_2020-07-09T12:21:55.000Z,"Today would be a good day for the @Scotus to rule against @realDonaldTrump on his tax returns. 

But don’t hold your breath. 

#ReleaseTheTaxes

#SCOTUSBoughtAndPaidFor",mazars,Negative
1612067526_2020-07-10T02:27:46.000Z,"Let me put today’s SCOTUS ruling in the Manhattan case in strictly legal terms. 

Trump is so fucked.",mazars,Negative
1042173536746389504_2020-07-14T23:43:59.000Z,What life is this for Ruth Bader Ginsburg? #NineLives #SCOTUS,mazars,Neutral
1251763045_2018-06-04T15:21:59.000Z,"#SCOTUS: Query: Does the Masterpiece Cakeshop constitutional rule against ""impermissible hostility toward sincere religious beliefs"" apply to POTUS--e.g, as in #TravelBan case? Asking for a friend.",masterpiece,Negative
1704646470_2020-07-09T15:29:59.000Z,"Nothing in today’s Supreme Court rulings prevents President Trump from releasing his tax returns. 

You know, like he said he would.",mazars,Negative
22194909_2020-07-09T23:01:44.000Z,"Why didn't Supreme court rule on law that states, Tax returns, ""shall"", be turned over on demand from Congress?",mazars,Neutral
896691265_2020-07-09T14:14:09.000Z,The tweet storm that is sure to come will be so freakin 🔥 #SCOTUS #TaxReturns,mazars,Positive
62632267_2018-06-04T18:59:46.000Z,Folks may wanna read the fine print on today's Supreme Court decision. The sweeping constitutional question remains.,masterpiece,Neutral
720301514_2018-06-04T14:14:02.000Z,The Difference Between Special Counsel Mueller &amp; Trump Is Mueller Is Focused On The Investigation Only! Trump Is Hopelessly Scattered. If Trump Refuses To Meet With Mueller Then Mueller Will Subpoena Him And Take It To The Supreme Court Where It Will Be Approved!,masterpiece,Negative
42763353_2018-06-04T22:27:47.000Z,"People applauding the #SCOTUS #GayWeddingCake are the same ppl who want to use #AssaultWeapons to force ppl into saying ""Merry Christmas"".",masterpiece,Negative
25785311_2018-06-04T17:43:40.000Z,My religion says Trump supporters shouldn't be alive. I'm taking this to the Supreme Court #SCOTUS,masterpiece,Negative
16544096_2020-07-17T18:20:31.000Z,Can we all agree that we will riot the streets if something happens to RBG AND McConnell processes another SCOTUS pick?,mazars,Negative
799348782093701120_2018-06-04T16:51:11.000Z,"To my #LGBTQ friends, colleagues, &amp; constituents, I stand with you in the wake of #SCOTUS’s #Masterpiece decision. I call on the #PAHouse GOP leadership to stop blocking passage of the #PAFairnessAct &amp; get it to the floor for a vote! #DecisionDay #PrideIntoAction @EqualityPA",masterpiece,Positive
54673874_2018-06-05T01:07:34.000Z,It is clear that @Scotus understood gay rights groups are targeting individual business and judge shopping to force their issues into public view.,masterpiece,Negative
1158974457936875520_2020-07-18T23:56:27.000Z,Democrats want you to believe that their Supreme Court is better for black ppl. But who remembers the Dred Scott decision was decided by democrats,mazars,Negative
26819734_2020-07-09T16:12:15.000Z,"States now need to handicap the odds of a 5-4 loss to tribal governments before SCOTUS. Twenty years after Nevada v. Hicks, the tables have seemingly turned.",mazars,Negative
881510345910755328_2020-07-11T12:54:22.000Z,"I am enraged this morning.I see a Russian asset destroying the country I love and defended.I see the rule of law decimated by a complicit Senate and an undermined supreme court.I see a democratic controlled Congress that is stifled not only by the Senate.But,by it's own",mazars,Negative
1251950776047599617_2020-07-17T16:37:46.000Z,"Breaking:  Supreme Court Justice Ruth Bader Ginsburg announced Friday that she is in the midst of treating a recurrence of liver cancer, but said she remains ""fully able"" to fulfill her duties on the court.",mazars,Neutral
39314716_2020-07-17T18:21:58.000Z,Holy moly y’all. If #RBG can go through chemo again and still serve as a Supreme Court Justice at her age I feel like there’s nothing women can’t do. Mad respect! #RBGForever #RBGstrong,mazars,Positive
1265316730064244738_2020-07-11T11:52:59.000Z,And now it’s Lindsey Graham’s turn in the trump garbage barrel “Trump took a swing at Sen. Lindsey Graham on Thursday in the aftermath of two Supreme Court decisions lamenting that the Senate Judiciary chairman and close Trump ally not doing enough to target trump political foes.,mazars,Negative
1864191740_2018-06-06T13:41:26.000Z,I really need to give a happy dance for this pioneer social experience. Watching the Queens Supreme Court,masterpiece,Positive
17353335_2018-06-04T17:23:57.000Z,"Imagine wanting to discriminate against somebody SO BAD you take it to the Supreme Court? 

Even worse... imagine the Supreme Court lets them. 

Now... open your eyes. Welcome to 2018.",masterpiece,Negative
14651343_2018-06-04T15:11:39.000Z,"Breaking: US Supreme Court reminds us all that they ruled that black slaves can never become citizens, and we should be tolerant of all points of view.",masterpiece,Negative
32617425_2020-07-19T12:33:43.000Z,".@RepDwightEvans The U.S. Supreme Court has affirmed that #LGBTQ Americans are protected from employment discrimination! Now, it's time for Congress to finish the job and fully protect LGBTQ people from discrimination in every area of life. @freedom4allusa",mazars,Positive
2990964220_2020-07-09T14:10:12.000Z,"If SCOTUS rules against Trump, I will eat my Hat.",mazars,Negative
122825865_2020-07-11T01:03:28.000Z,"The @realDonaldTrump just gave the finger to the @Scotus for not siding with him on his taxes. @SenateGOP @HouseGOP 
@WhiteHouse @VP @TheJusticeDept",mazars,Negative
20323347_2020-07-09T15:32:36.000Z,Trump throwing a tantrum over SCOTUS ruling on taxes and financial disclosure. @realDonaldTrump said he would release taxes. #TrumpTaxLies #WhatIsTrumpHiding #NotAboveTheLaw,mazars,Negative
2964744772_2018-06-04T21:33:10.000Z,Great streak of wins for @realDonaldTrump and the people who support MAGA. Today was the Supreme Court victory for the Cake Baker. Let’s keep it going!!! One day at a time,masterpiece,Positive
40810128_2018-06-04T20:59:58.000Z,The Supreme Court decision in favor of the baker today is exactly why we have gay pride and not straight pride.,masterpiece,Negative
16047907_2018-06-08T10:08:01.000Z,"Am I willing to acknowledge a narrative where Max Linn wins the Republican primary, has his nomination quickly upheld by the Supreme Court, and thrusts Angus King into the political fight of his life? Stranger things are happening every single day, people. #mepolitics",masterpiece,Negative
27377699_2018-06-08T02:13:19.000Z,"It’s June 7th, SCOTUS saves the best for last. Their definition of “best” is questionable. Not happy with the gay cake decision. What’s up on deck #SCOTUS?",masterpiece,Negative
305620929_2020-07-09T23:22:21.000Z,Today's #SCOTUS ruling on @realDonaldTrump’s tax returns is a win for Team Accountability. Elected officials are not above the law and should be held to the same standards as every other American.,mazars,Positive
21866784_2020-07-09T13:26:54.000Z,Trump is rage tweeting. Kavanaugh gave him heads up on #SCOTUS tax decision?,mazars,Negative
43185924_2018-06-04T15:19:13.000Z,To all the new #SCOTUS intellectuals crowing about the baker's victory: narrow does not mean the vote was close. It means Kennedy's ruling does not give blanket license to bigots. Just this one. Bc Colorado was too blatant in its dismissal of his bigotry.,masterpiece,Negative
2961947202_2018-06-04T15:06:18.000Z,The Supreme Court voted 7-2 to say a #Colorado cake baker did not violate state law when he refused to make a wedding #cake for a #gay couple on the grounds of religious beliefs. This could be a victory for private enterprise. #SCOTUS,masterpiece,Positive
