source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_204,204,mlburnham/scad_event_entailment,A general strike was called to demand that the Prime Minister resign and also to demand the halting of IMF and World Bank economic adjustment policies and rioting occurred.,The event described in this text is a strike.,0,1
event_test_205,205,mlburnham/scad_event_entailment,About 100 workers staged a strike to demand higher wages and health benefits.,The event described in this text is a strike.,0,1
event_test_206,206,mlburnham/scad_event_entailment,"Workers strike for higher pay against Transet, a transport conglomerate.",The event described in this text is a strike.,0,1
event_test_207,207,mlburnham/scad_event_entailment,"Students call for a mass business boycott to rally against the government. Shop owners and public transport workers strike. Students line the road to the airport, blocking passage. Soldiers use tear gas when rioters throw rocks at an EU dele",The event described in this text is a strike.,0,1
event_test_208,208,mlburnham/scad_event_entailment,"Thousands of football fans, staged a march against the government and raised pictures of those killed in protest violence; the protesters then enforced a work stoppage and over several days of rioting seven were killed",The event described in this text is a strike.,0,1
event_test_209,209,mlburnham/scad_event_entailment,Longshoremen angry over plans to privatize Haiti's ports authority staged a three-day strike demanding that the authority's director resign.,The event described in this text is a strike.,0,1
event_test_210,210,mlburnham/scad_event_entailment,Miners at the Naica lead mine strike for a wage hike.,The event described in this text is a strike.,0,1
event_test_211,211,mlburnham/scad_event_entailment,Striking civil servants shut down Malawi's capital Monday to protest economic reforms that have decimated their buying power.,The event described in this text is a strike.,0,1
event_test_212,212,mlburnham/scad_event_entailment,Business owners in Oaxaca went on strike to demand an end to road blockades by a teacher's union that have devastated the economy,The event described in this text is a strike.,0,1
event_test_213,213,mlburnham/scad_event_entailment,Doctors and teachers went on strike to demand 100% wage increase.,The event described in this text is a strike.,0,1
event_test_214,214,mlburnham/scad_event_entailment,"Journalists strike, demanding freedom of cartoonist jailed for poking fun at the flag",The event described in this text is a strike.,0,1
event_test_215,215,mlburnham/scad_event_entailment,Rubber plantation workers strike demanding the removal of a top manager.,The event described in this text is a strike.,0,1
event_test_216,216,mlburnham/scad_event_entailment,"Private media workers strike, protesting state of emergency restrictions",The event described in this text is a strike.,0,1
event_test_217,217,mlburnham/scad_event_entailment,Police kill 1 while breaking up workers' strike,The event described in this text is a strike.,0,1
event_test_218,218,mlburnham/scad_event_entailment,"Miners went on strike to demand greater monthly take-home pay, workers blocked roads to mine with tires, tree trunks & marched on mine shaft.",The event described in this text is a strike.,0,1
event_test_219,219,mlburnham/scad_event_entailment,"Air traffic controllers in Ghana have gone on strike to demand more pay and better working conditions, but aviation officials said they had hired replacements to ensure flights operated normally.",The event described in this text is a strike.,0,1
event_test_220,220,mlburnham/scad_event_entailment,Workers strike after increase in gas prices,The event described in this text is a strike.,0,1
event_test_221,221,mlburnham/scad_event_entailment,"Teachers strike, keeping schools closed for most of the school year.",The event described in this text is a strike.,0,1
event_test_222,222,mlburnham/scad_event_entailment,"University technical staff have agreed to return to work on Monday, after intermittent strike action paralysed services on campuses throughout the country and forced classes to shut this week.",The event described in this text is a strike.,0,1
event_test_223,223,mlburnham/scad_event_entailment,"Teachers staged a three-day strike to demand better pay, striking teachers in Zawiya also briefly blocked an oil refinery",The event described in this text is a strike.,0,1
event_test_224,224,mlburnham/scad_event_entailment,Construction workers strike for better wages.,The event described in this text is a strike.,0,1
event_test_225,225,mlburnham/scad_event_entailment,"Port workers strike to demand democratic reforms. The strikers dismantle part of the road connecting Matadi to Kinshasa, triggering a food crisis in the capital.",The event described in this text is a strike.,0,1
event_test_226,226,mlburnham/scad_event_entailment,Nurses strike claiming racial and sexual abuse by hospital management.,The event described in this text is a strike.,0,1
event_test_227,227,mlburnham/scad_event_entailment,"Civil servants strike demanding better pay. General strike was called for, approximately 30,000 were expected to participate but only a few hundred actually did.",The event described in this text is a strike.,0,1
event_test_228,228,mlburnham/scad_event_entailment,"University professors strike, demanding higher wages",The event described in this text is a strike.,0,1
event_test_229,229,mlburnham/scad_event_entailment,Bus drivers strike to protest against new regulations that they say favor competing mini-bus drivers.,The event described in this text is a strike.,0,1
event_test_230,230,mlburnham/scad_event_entailment,MFDC rebels kill the presidential peace envoy to the Casamance region in his home.,The event described in this text is a strike.,1,0
event_test_231,231,mlburnham/scad_event_entailment,"Militants ambushed a Somali-AMISOM joint patrol guarding a convoy with an IED, killing 12 Ugandan peacekeepers and injuring seven others.",The event described in this text is a strike.,1,0
event_test_232,232,mlburnham/scad_event_entailment,"A car bomb went off in front of the Swedish and Finnish consulates, causing serious damage but no casualties",The event described in this text is a strike.,1,0
event_test_233,233,mlburnham/scad_event_entailment,Islamists attacked a police facility,The event described in this text is a strike.,1,0
event_test_234,234,mlburnham/scad_event_entailment,A group of three drug-gang hitmen storm into a restaurant and execute the director of public safety and a bodyguard.,The event described in this text is a strike.,1,0
