source_id,source_split,source_row_in_split,source_policy_area_num,source_policy_area_raw,source_ntoken,text,gt_policy_area
train_246,train,246,0,"Agriculture, Forestry, and Fisheries",6,都市空間の農地を維持,"Agriculture, Forestry, and Fisheries"
train_247,train,247,1,Committees on Cabinet,27,そのため、将来の豊かな郷土を担う子どもたちや若者をいかに増やし、守り育てるかが非常に重要です,Committees on Cabinet
train_248,train,248,7,"Health, Labour, and Welfare",23,"共済年金の一元化を優先することに反対\など実現不可能な、矛盾だらけの政策はとりません""","Health, Labour, and Welfare"
train_249,train,249,10,No policy area,13,郷土と祖国が生き抜く今世紀であるために まっすぐ八策,No Policy Area
train_250,train,250,2,"Economy, Trade and Industry",15,商店街の活性化で、地方の元気を取り戻します,"Economy, Trade and Industry"
train_251,train,251,5,Financial Affairs,26,(1)消費税再増税を1年半延期し、再増税の際には軽減税率を導入します,Financial Affairs
train_252,train,252,7,"Health, Labour, and Welfare",11,子どもたちを安心して産み育てられる環境づくりを,"Health, Labour, and Welfare"
train_253,train,253,10,No policy area,6,社会の変化への対応,No Policy Area
train_254,train,254,3,"Education, Culture, Sports, Science, and Technology",42,命の大切さ、心の痛みがわかる心を育てる教育･治安の良い安心して子供を生み育てられる環境･国際競争に勝ち抜ける学力向上を目指す教育環境を整備します,"Education, Culture, Sports, Science, and Technology"
train_255,train,255,10,No policy area,15,それに加えて以下の項目を私個人の公約として掲げます,No Policy Area
train_256,train,256,10,No policy area,4,θあそう太郎,No Policy Area
train_257,train,257,10,No policy area,15,選択肢を国民の皆様に提示するのが、これからの政治です,No Policy Area
train_258,train,258,10,No policy area,21,私達の地域には恵まれた自然、その中で培ってきた技術やノウハウが,No Policy Area
train_259,train,259,10,No policy area,15,-秋葉けんやは、現地現場主義で走り続けます,No Policy Area
train_260,train,260,7,"Health, Labour, and Welfare",22,子ども達の健やかな成長の為にも十分な注意を払わなければなりません,"Health, Labour, and Welfare"
train_261,train,261,2,"Economy, Trade and Industry",24,地域に根ざした中小企業が活力を取り戻さなければ、日本経済の回復はありません,"Economy, Trade and Industry"
train_262,train,262,2,"Economy, Trade and Industry",4,官」の連携,"Economy, Trade and Industry"
train_263,train,263,2,"Economy, Trade and Industry",4,（５）産業,"Economy, Trade and Industry"
train_264,train,264,10,No policy area,13,§ツイッターやFacebook、最新情報などホームページで随時更新中,No Policy Area
train_265,train,265,0,"Agriculture, Forestry, and Fisheries",25,日本の国益に反する形での環太平洋戦略的経済連携協定（TPP）交渉参加には断固反対します,"Agriculture, Forestry, and Fisheries"
train_266,train,266,10,No policy area,12,私たちも変わらなければなりません,No Policy Area
train_267,train,267,7,"Health, Labour, and Welfare",8,患者の申出により新たな治療,"Health, Labour, and Welfare"
train_268,train,268,5,Financial Affairs,18,所得税の累進構造を緩和し、法人税、相続税制を更に見直します,Financial Affairs
train_269,train,269,2,"Economy, Trade and Industry",10,◎地域社会の維持に必要な産業振興,"Economy, Trade and Industry"
train_270,train,270,10,No policy area,11,（武村の考え）財政再建は日本の急務,No Policy Area
train_271,train,271,1,Committees on Cabinet,5,行政の役割を変える,Committees on Cabinet
train_272,train,272,5,Financial Affairs,6,財務金融部会副部会長,Financial Affairs
train_273,train,273,10,No policy area,50,初当選時の厳しい選挙でも、前回の選挙でも、変わらず支えてくださった地元の皆さんの気持ちに応えられるよう、初心を忘れず、一人ひとりの声を力にかえて、これからも全力で頑張ります,No Policy Area
train_274,train,274,5,Financial Affairs,25,）所得税、法人税の増税は国民生活を直撃し、経済の成長にブレーキをかけるので反対です,Financial Affairs
train_275,train,275,10,No policy area,5,θ自由民主党公認,No Policy Area
train_276,train,276,10,No policy area,10,＃2003島根県第１区ﾎｿﾀﾞﾋﾛﾕｷ細田博之,No Policy Area
train_277,train,277,2,"Economy, Trade and Industry",5,商店街活性化対策,"Economy, Trade and Industry"
train_278,train,278,10,No policy area,41,私の思いはひとりひとりが希望を持つことができ、頑張れば報われる社会をつくること、それが実現できるように日本の改革に全力で取り組んでいます,No Policy Area
train_280,train,280,3,"Education, Culture, Sports, Science, and Technology",6,心はぐくむ教育の創造を,"Education, Culture, Sports, Science, and Technology"
train_281,train,281,7,"Health, Labour, and Welfare",4,雇用問題はライフワーク,"Health, Labour, and Welfare"
train_282,train,282,10,No policy area,5,個性を大切にします,No Policy Area
train_283,train,283,9,"Land, Infrastructure, Transport, and Tourism",6,木津川堤防の補強工事完成,"Land, Infrastructure, Transport, and Tourism"
train_284,train,284,10,No policy area,4,jp/aso-taro/,No Policy Area
train_285,train,285,9,"Land, Infrastructure, Transport, and Tourism",6,三芳スマートインターチェンジのフル化,"Land, Infrastructure, Transport, and Tourism"
train_286,train,286,8,Internal Affairs and Communications,7,郵政民営化を推進します,Internal Affairs and Communications
train_287,train,287,6,Foreign Affairs,26,外交の混迷が長期化すれば、私たちの大切な日本が壊されてしまうと考えたからです,Foreign Affairs
train_288,train,288,1,Committees on Cabinet,17,宣言（４）「強い地域社会」なくして「やさしい社会」なし,Committees on Cabinet
train_289,train,289,10,No policy area,12,衆議院議員3期目(12万6026票),No Policy Area
train_290,train,290,10,No policy area,6,草加を住みよい街に,No Policy Area
train_291,train,291,10,No policy area,20,いま日本に必要なのは、さまざまな障壁を乗り越えて実現していく力,No Policy Area
train_292,train,292,9,"Land, Infrastructure, Transport, and Tourism",18,関西圏をつなぐ本州中央部の環状大動脈となる新幹線網を形成します,"Land, Infrastructure, Transport, and Tourism"
train_293,train,293,10,No policy area,6,§http://genkihoriuchi,No Policy Area
train_294,train,294,10,No policy area,7,安全な日本」をつくります,No Policy Area
train_295,train,295,10,No policy area,6,こじま敏文の政策,No Policy Area
train_296,train,296,11,Security,24,竹島問題に見られるような外交の危機、そして東日本大震災で思い知らされた自然災害の脅威,Security
train_297,train,297,10,No policy area,4,%【プロフィル】,No Policy Area
train_298,train,298,7,"Health, Labour, and Welfare",18,持続可能な社会保障制度を確立し、安心して暮らせる環境を創ります,"Health, Labour, and Welfare"
train_299,train,299,3,"Education, Culture, Sports, Science, and Technology",40,子どもたちが日本固有の伝統文化を尊重し、両親や祖父母への敬愛の念を深め、公徳心や社会の一員としての自覚を高める教育を実現します,"Education, Culture, Sports, Science, and Technology"
train_300,train,300,8,Internal Affairs and Communications,29,郵政事業の民営化は、この国の財政再建とさらなる景気回復のためにどうしても必要な一歩目の改革なのです,Internal Affairs and Communications
train_301,train,301,5,Financial Affairs,4,大胆な金融政策,Financial Affairs
train_302,train,302,1,Committees on Cabinet,6,◎地域自立の支援推進,Committees on Cabinet
train_303,train,303,1,Committees on Cabinet,3,防災危機管理,Committees on Cabinet
train_304,train,304,5,Financial Affairs,24,金利が高騰し利払いの膨張で身動きが取れなくならないために、金融市場から信頼を取り戻す,Financial Affairs
train_305,train,305,5,Financial Affairs,10,デフレからの脱却に政策を集中します,Financial Affairs
train_308,train,308,9,"Land, Infrastructure, Transport, and Tourism",11,都市の住宅再整備を行い新しい東京を創る,"Land, Infrastructure, Transport, and Tourism"
train_309,train,309,4,Environment,14,発展のためにたくさんのゴミを捨てて来ました,Environment
train_310,train,310,10,No policy area,24,こんな郷土の魅力と力をいただき、皆さんと共に、日本の再生のために頑張って参ります,No Policy Area
train_311,train,311,10,No policy area,9,波佐見のために、命がけで働きます,No Policy Area
train_312,train,312,10,No policy area,5,世界に貢献できる日本,No Policy Area
train_313,train,313,10,No policy area,8,%《衆議院常任委員会》,No Policy Area
train_314,train,314,10,No policy area,6,宮沢ひろゆきがめざす政策,No Policy Area
train_315,train,315,4,Environment,9,地球環境保全に向け、エネルギー、資源,Environment
train_316,train,316,10,No policy area,11,＃2012愛知県第６区ﾆﾜﾋﾃﾞｷ丹羽ひでき,No Policy Area
train_317,train,317,2,"Economy, Trade and Industry",5,地元経済の活性化,"Economy, Trade and Industry"
train_318,train,318,1,Committees on Cabinet,13,低年齢化を防止するための施策を推進します,Committees on Cabinet
train_319,train,319,7,"Health, Labour, and Welfare",12,若者や高齢者等各世代における職業能力向上促進,"Health, Labour, and Welfare"
train_320,train,320,3,"Education, Culture, Sports, Science, and Technology",18,「教育改革」を進め、確かな学力と豊かな心を育てます,"Education, Culture, Sports, Science, and Technology"
