source_id,source_split,source_index,text,gt_causal_relation
politicause_train_14384,train,14384,What actually happens is that the rich get richer and the poor get poorer.,0
politicause_train_14015,train,14015,"I would like to take the opportunity of speaking before the Assembly to assure its members of the Republic of Moldova’s full support for all the initiatives and projects launched recently by the United Nations, which are designed to solve the most complicated problems that humankind faces during what has been a tumultuous start to the century.",0
politicause_train_2717,train,2717,"The United Nations must discuss and adopt decisions designed to encourage the release of vaccine production patents so that they can be produced for increasing numbers of countries, making them more accessible to all.",0
politicause_train_7506,train,7506,"In the area of health infrastructure, for instance, our goal is to establish health care for all and to bring it closer to the people by building hospitals and basic health centres in every region and district of Madagascar.",1
politicause_train_12973,train,12973,"Faced with each of the aforementioned challenges and in the context of our national Vision 2035 development document, which is in line with the United Nations 2030 Agenda for Sustainable Development and the African Union’s Agenda 2063, my country has committed to building a proactive, long-term development strategy that reflects the deep aspirations of its citizens to live in a democratic and prosperous country that is united in its diversity and that offers equal development opportunities to all its citizens.",0
politicause_train_17409,train,17409,We also have to ensure that humanitarian assistance can be delivered.,0
politicause_train_8811,train,8811,"From today, the government will remove the legal requirement to self-isolate following a positive coronavirus (COVID-19) test and also end routine contact tracing.",0
politicause_train_8341,train,8341,"It’s important to keep following the simple steps to help protect yourself and others, get both doses of the vaccine, wear a face covering in enclosed spaces and if you have COVID-19 symptoms, please do not go out.",1
politicause_train_10745,train,10745,"Here let me cite the opening of the Preamble to the Charter of the United Nations: ... to save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind. War and conflict have always brought misery to humankind, in particular women and children.",0
politicause_train_12054,train,12054,Vaccinations are the key to keeping our neighbours safe also.,1
